FC455F;JIANGXI SHANSHUI OPTOELECTRONIC TECHNOLOGY CO.;
3C7059;MakerBot Industries;
F8FE5C;Reciprocal Labs Corp;
6C9CED;Cisco Systems;
94E0D0;HealthStream Taiwan Inc.;
DCF858;Lorent Networks;
A05E6B;MELPER Co.;
30B3A2;Shenzhen Heguang Measurement & Control Technology Co.;
F0007F;Janz - Contadores de Energia;
CC944A;Pfeiffer Vacuum GmbH;
0C8525;Cisco Systems;
BCE59F;WATERWORLD Technology Co.;
1C5C55;PRIMA Cinema;
082522;ADVANSEE;
4C2F9D;ICM Controls;
E467BA;Danish Interpretation Systems A/S;
BCFE8C;Altronic;
24BBC1;Absolute Analysis;
7CDD11;Chongqing MAS SCI&TECH.Co.;
C43C3C;CYBELEC SA;
00D632;GE Energy;
C40ACB;Cisco Systems;
7463DF;VTS GmbH;
3828EA;Fujian Netcom Technology Co.;
2CEE26;Petroleum Geo-Services;
DC3E51;Solberg & Andersen AS;
D8B90E;Triple Domain Vision Co.;
7C4B78;Red Sun Synthesis Pte Ltd;
28D1AF;Nokia Corporation;
68BC0C;Cisco Systems;
2C9EFC;CANON INC.;
98C845;PacketAccess;
988217;Disruptive Ltd;
80FFA8;UNIDIS;
489BE2;SCI Innovations Ltd;
B0E50E;NRG SYSTEMS INC;
4C5FD2;Alcatel-Lucent;
E878A1;BEOVIEW INTERCOM DOO;
3057AC;IRLAB LTD.;
28AF0A;Sirius XM Radio Inc;
2486F4;Ctek;
3CE5B4;KIDASEN INDUSTRIA E COMERCIO DE ANTENAS LTDA;
A85BF3;Audivo GmbH;
344F69;EKINOPS SAS;
C02973;Audyssey Laboratories Inc.;
B451F9;NB Software;
30688C;Reach Technology Inc.;
88F488;cellon communications technology(shenzhen)Co.;
0041B4;Wuxi Zhongxing Optoelectronics Technology Co.;
D453AF;VIGO System S.A.;
1CE192;Qisda Corporation;
20C8B3;SHENZHEN BUL-TECH CO.;
58B0D4;ZuniData Systems Inc.;
64557F;NSFOCUS Information Technology Co.;
406AAB;RIM;
248707;SEnergy Corporation;
EC3F05;Institute 706;
C4C19F;National Oilwell Varco Instrumentation;
68CD0F;U Tek Company Limited;
D4CEB8;Enatel LTD;
ECF236;NEOMONTANA ELECTRONICS;
E4A5EF;TRON LINK ELECTRONICS CO.;
AC4AFE;Hisense Broadband Multimedia Technology Co.;
2C1EEA;AERODEV;
FC6C31;LXinstruments GmbH;
3C6F45;Fiberpro Inc.;
B4FC75;SEMA Electronics(HK) CO.;
5C16C7;Big Switch Networks;
B0BF99;WIZITDONGDO;
147DB3;JOA TELECOM.CO.;
3CD16E;Telepower Communication Co.;
00077D;Cisco Systems;
1045BE;Norphonic AS;
A0E295;DAT System Co.;
40F14C;ISE Europe SPRL;
98293F;Fujian Start Computer Equipment Co.;
70D4F2;RIM;
9067F3;Alcatel Lucent;
64D912;Solidica;
8C5CA1;d-broad;
C8F981;Seneca s.r.l.;
703187;ACX GmbH;
14307A;Avermetrics;
8C7EB3;Lytro;
587675;Beijing ECHO Technologies Co.;
78EF4C;Unetconvergence Co.;
E8DA96;Zhuhai Tianrui Electrical Power Tech. Co.;
6CA780;Nokia Corporation;
04888C;Eifelwerk Butler Systeme GmbH;
1013EE;Justec International Technology INC.;
704642;CHYNG HONG ELECTRONIC CO.;
78BEB6;Enhanced Vision;
ECEA03;DARFON LIGHTING CORP;
C8903E;Pakton Technologies;
7465D1;Atlinks;
301A28;Mako Networks Ltd;
D4945A;COSMO CO.;
5CF207;Speco Technologies;
B01B7C;Ontrol A.S.;
D47B75;HARTING Electronics GmbH;
70E843;Beijing C&W Optical Communication Technology Co.;
08ACA5;Benu Video;
D89DB9;eMegatech International Corp.;
405A9B;ANOVO;
ACCA54;Telldus Technologies AB;
CC1EFF;Metrological Group BV;
941673;Point Core SARL;
6C5D63;ShenZhen Rapoo Technology Co.;
E4D71D;Oraya Therapeutics;
C8FE30;Bejing DAYO Mobile Communication Technology Ltd.;
64B64A;ViVOtech;
DCA7D9;Compressor Controls Corp;
C455A6;Cadac Holdings Ltd;
BCBBC9;Kellendonk Elektronik GmbH;
781DFD;Jabil Inc;
103711;Simlink AS;
601199;Siama Systems Inc;
300B9C;Delta Mobile Systems;
90EA60;SPI Lasers Ltd ;
D46F42;WAXESS USA Inc;
B0A72A;Ensemble Designs;
50795B;Interexport Telecomunicaciones S.A.;
E8C229;H-Displays (MSC) Bhd;
B0BDA1;ZAKLAD ELEKTRONICZNY SIMS;
8C4435;Shanghai BroadMobi Communication Technology Co.;
24B8D2;Opzoon Technology Co.;
24CBE7;MYK;
88BFD5;Simple Audio Ltd;
948B03;EAGET Innovation and Technology Co.;
802DE1;Solarbridge Technologies;
F081AF;IRZ AUTOMATION TECHNOLOGIES LTD;
14EB33;BSMediasoft Co.;
14A9E3;MST CORPORATION;
589835;Technicolor;
50D6D7;Takahata Precision;
B4A5A9;MODI GmbH;
D09B05;Emtronix;
98EC65;Cosesy ApS;
900917;Far-sighted mobile;
88F077;Cisco Systems;
AC4723;Genelec;
20B7C0;OMICRON electronics GmbH;
D42C3D;Sky Light Digital Limited;
806CBC;NET New Electronic Technology GmbH;
1C184A;ShenZhen RicherLink Technologies Co.;
04E662;Acroname Inc.;
F0BF97;Sony Corporation;
C44AD0;FIREFLIES SYSTEMS;
88E0A0;Shenzhen VisionSTOR Technologies Co.;
6879ED;SHARP Corporation;
9CC0D2;Conductix-Wampfler GmbH;
447E95;Alpha and Omega;
E8B748;Cisco Systems;
DC16A2;Medtronic Diabetes;
78CA04;Nokia Corporation;
2C8BF2;Hitachi Metals America Ltd;
58F98E;SECUDOS GmbH;
2826A6;PBR electronics GmbH;
CC7669;SEETECH;
E437D7;HENRI DEPAEPE S.A.S.;
582F42;Universal Electric Corporation;
AC20AA;DMATEK Co.;
E0A1D7;SFR;
28852D;Touch Networks;
F02A61;Waldo Networks;
B8415F;ASP AG;
2CB69D;RED Digital Cinema;
988E34;ZHEJIANG BOXSAM ELECTRONIC CO.;
D44C24;Vuppalamritha Magnetic Components LTD;
4CB4EA;HRD (S) PTE.;
34BDF9;Shanghai WDK Industrial Co.;
74CE56;Packet Force Technology Limited Company;
A89B10;inMotion Ltd.;
888C19;Brady Corp Asia Pacific Ltd;
747DB6;Aliwei Communications;
B41489;Cisco Systems;
AC6F4F;Enspert Inc;
8886A0;Simton Technologies;
F0C88C;LeddarTech Inc.;
68EBC5;Angstrem Telecom;
448C52;KTIS CO.;
686359;Advanced Digital Broadcast SA;
4018D7;Smartronix;
18922C;Virtual Instruments;
F80F84;Natural Security SAS;
EC9ECD;Artesyn Embedded Technologies;
303955;Shenzhen Jinhengjia Electronic Co.;
FC5B24;Weibel Scientific A/S;
34B571;PLDS;
A862A2;JIWUMEDIA CO.;
984E97;Starlight Marketing (H. K.) Ltd.;
7C6ADB;SafeTone Technology Co.;
EC986C;Lufft Mess- und Regeltechnik GmbH;
B0518E;Holl technology CO.Ltd.;
DCDECA;Akyllor;
A071A9;Nokia Corporation;
8065E9;BenQ Corporation;
845DD7;Shenzhen Netcom Electronics Co.;
447DA5;VTION INFORMATION TECHNOLOGY (FUJIAN) CO.;
0CCDD3;EASTRIVER TECHNOLOGY CO.;
B8E589;Payter BV;
C89C1D;Cisco Systems;
503DE5;Cisco Systems;
801440;Sunlit System Technology Corp;
948D50;Beamex Oy Ab;
94E226;D. ORtiz Consulting;
386E21;Wasion Group Ltd.;
D8C99D;EA DISPLAY LIMITED;
CCFC6D;RIZ TRANSMITTERS;
AC80D6;Hexatronic AB;
9CF938;AREVA NP GmbH;
500E6D;TrafficCast International;
1CFEA7;IDentytech Solutins Ltd.;
D0B53D;SEPRO ROBOTIQUE;
A0DE05;JSC Irbis-T;
8895B9;Unified Packet Systems Crop;
78593E;RAFI GmbH & Co.KG;
684352;Bhuu Limited;
3CC0C6;d&b audiotechnik GmbH;
F8DAF4;Taishan Online Technology Co.;
D8E3AE;CIRTEC MEDICAL SYSTEMS;
FC1FC0;EURECAM;
4891F6;Shenzhen Reach software technology CO.;
EC14F6;BioControl AS;
B8D06F;GUANGZHOU HKUST FOK YING TUNG RESEARCH INSTITUTE;
B4C44E;VXL eTech Pvt Ltd;
F0933A;NxtConect;
6052D0;FACTS Engineering ;
8C278A;Vocollect Inc;
FCAF6A;Qulsar Inc;
ECE555;Hirschmann Automation;
DCD0F7;Bentek Systems Ltd.;
D0574C;Cisco Systems;
8818AE;Tamron Co.;
20D607;Nokia Corporation;
58DB8D;Fast Co.;
18EF63;Cisco Systems;
CCCE40;Janteq Corp;
8C4DEA;Cerio Corporation;
ECFAAA;The IMS Company;
CC55AD;RIM;
F0F7B3;Phorm;
E8757F;FIRS Technologies(Shenzhen) Co.;
C83EA7;KUNBUS GmbH;
E0CF2D;Gemintek Corporation;
68BDAB;Cisco Systems;
9CADEF;Obihai Technology;
D08999;APCON;
4454C0;Thompson Aerospace;
B4A4E3;Cisco Systems;
90903C;TRISON TECHNOLOGY CORPORATION;
94DD3F;A+V Link Technologies;
C8EE08;TANGTOP TECHNOLOGY CO.;
7472F2;Chipsip Technology Co.;
5CD998;D-Link Corporation;
D46CDA;CSM GmbH;
C4F464;Spica international;
544A05;wenglor sensoric gmbh;
5CCA32;Theben AG;
84C7A9;C3PO S.A.;
F8AC6D;Deltenna Ltd;
641084;HEXIUM Technical Development Co.;
C416FA;Prysm Inc;
E0C286;Aisai Communication Technology Co.;
D84B2A;Cognitas Technologies;
684B88;Galtronics Telemetry Inc.;
842914;EMPORIA TELECOM Produktions- und VertriebsgesmbH & Co KG;
4C8B55;Grupo Digicon;
04A3F3;Emicon;
F866F2;Cisco Systems;
7C55E7;YSI;
C02BFC;iNES. applied informatics GmbH;
AC34CB;Shanhai GBCOM Communication Technology Co. Ltd;
D4A928;GreenWave Reality Inc;
9CFFBE;OTSL Inc.;
2CD1DA;Sanjole;
100E2B;NEC CASIO Mobile Communications;
445EF3;Tonalite Holding B.V.;
100C24;pomdevices;
58F6BF;Kyoto University;
7CED8D;Microsoft;
54FDBF;Scheidt & Bachmann GmbH;
B40EDC;LG-Ericsson Co.;
A4D1D1;ECOtality North America;
C8D5FE;Shenzhen Zowee Technology Co.;
C49313;100fio networks technology llc;
A4A80F;Shenzhen Coship Electronics Co.;
B8921D;BG T&A;
48FCB8;Woodstream Corporation;
548922;Zelfy Inc;
F8C091;Highgates Technology;
6C5CDE;SunReports;
241F2C;Calsys;
284846;GridCentric Inc.;
58B9E1;Crystalfontz America;
646707;Beijing Omnific Technology;
D4000D;Phoenix Broadband Technologies;
E87AF3;S5 Tech S.r.l.;
40C7C9;Naviit Inc.;
A0A763;Polytron Vertrieb GmbH;
D496DF;SUNGJIN C&T CO.;
D07DE5;Forward Pay Systems;
7CEF18;Creative Product Design Pty. Ltd.;
FCD4F6;Messana Air.Ray Conditioning s.r.l.;
0CD696;Amimon Ltd;
B43741;Consert;
F8FB2F;Santur Corporation;
2CCD43;Summit Technology Group;
6C8D65;Wireless Glue Networks;
CCFCB1;Wireless Technology;
CC5C75;Weightech Com. Imp. Exp. Equip. Pesagem Ltda;
A098ED;Shandong Intelligent Optical Communication Development Co.;
34C69A;Enecsys Ltd;
502A8B;Telekom Research and Development Sdn Bhd;
F88DEF;Tenebraex;
EC43E6;AWCER Ltd.;
F0EC39;Essec;
5849BA;Chitai Electronic Corp.;
181714;DAEWOOIS;
80B289;Forworld Electronics Ltd.;
14A62C;S.M. Dezac S.A.;
A8F470;Fujian Newland Communication Science Technologies Co.;
DC1D9F;U & B tech;
081651;SHENZHEN SEA STAR TECHNOLOGY CO.;
DC49C9;CASCO SIGNAL LTD;
B09134;Taleo;
A863DF;DISPLAIRE CORPORATION;
104369;Soundmax Electronic Limited ;
C06C0F;Dobbs Stanford;
5475D0;Cisco Systems;
BC6A16;tdvine;
C8EF2E;Beijing Gefei Tech. Co.;
98DCD9;UNITEC Co.;
30525A;NST Co.;
6089B7;KAEL MÜHENDİSLİK ELEKTRONİK TİCARET SANAYİ LİMİTED ŞİRKETİ;
2CA780;True Technologies Inc.;
545FA9;Teracom Limited;
ECC882;Cisco Systems;
A0B9ED;Skytap;
502DF4;Phytec Messtechnik GmbH;
38E8DF;b gmbh medien + datenbanken;
10189E;Elmo Motion Control;
88FD15;LINEEYE CO.;
10445A;Shaanxi Hitech Electronic Co.;
60B3C4;Elber Srl;
04C880;Samtec Inc;
884B39;Siemens AG;
44C233;Guangzhou Comet Technology Development Co.Ltd;
B482FE;ASKEY COMPUTER CORP;
307C30;RIM;
BC4E3C;CORE STAFF CO.;
80BAAC;TeleAdapt Ltd;
FC4463;Universal Audio;
F06853;Integrated Corporation;
10E6AE;Source Technologies;
A4ADB8;Vitec Group;
90A2DA;GHEO SA;
C41ECE;HMI Sources Ltd.;
BCD5B6;d2d technologies;
1C8F8A;Phase Motion Control SpA;
A4B1EE;H. ZANDER GmbH & Co. KG;
486FD2;StorSimple Inc;
D4F143;IPROAD.;
CC5459;OnTime Networks AS;
3CB17F;Wattwatchers Pty Ld;
00DB45;THAMWAY CO.;
A0231B;TeleComp R&D Corp.;
94C4E9;PowerLayer Microsystems HongKong Limited;
8843E1;Cisco Systems;
B4ED19;Pie Digital;
888717;CANON INC.;
E0271A;TTC Next-generation Home Network System WG;
84C727;Gnodal Ltd;
E4AB46;UAB Selteka;
D479C3;Cameronet GmbH & Co. KG;
945B7E;TRILOBIT LTDA.;
E85B5B;LG ELECTRONICS INC;
20D906;Iota;
404022;ZIV;
74F726;Neuron Robotics;
18FC9F;Changhe Electronics Co.;
A438FC;Plastic Logic;
601D0F;Midnite Solar;
50A6E3;David Clark Company;
549A16;Uzushio Electric Co.;
4001C6;3COM EUROPE LTD;
608D17;Sentrus Government Systems Division;
80912A;Lih Rong electronic Enterprise Co.;
8038FD;LeapFrog Enterprises;
7072CF;EdgeCore Networks;
803B9A;ghe-ces electronic ag;
9CCD82;CHENG UEI PRECISION INDUSTRY CO.;
C8AACC;Private;
003D41;Hatteland Computer AS;
087618;ViE Technologies Sdn. Bhd.;
A4AD00;Ragsdale Technology;
2C1984;IDN Telecom;
3863F6;3NOD MULTIMEDIA(SHENZHEN)CO.;
DCE2AC;Lumens Digital Optics Inc.;
98D88C;Nortel Networks;
C8873B;Net Optics;
B0E97E;Advanced Micro Peripherals;
D44CA7;Informtekhnika & Communication;
202CB7;Kong Yue Electronics & Information Industry (Xinhui) Ltd.;
68CC9C;Mine Site Technologies;
04B466;BSP Co.;
E41F13;IBM Corp;
00271B;Alec Sicherheitssysteme GmbH;
002718;Suzhou NEW SEAUNION Video Technology Co.;
00270C;Cisco Systems;
00270B;Adura Technologies;
002705;Sectronic;
002706;YOISYS;
0026F9;S.E.M. srl;
0026F3;SMC Networks;
688540;IGI Mobile;
6465C0;Nuvon;
F0DE71;Shanghai EDO Technologies Co.;
28FBD3;Ragentek Technology Group;
7C1EB3;2N TELEKOMUNIKACE a.s.;
146E0A;Private;
1045F8;LNT-Automation GmbH;
644F74;LENUS Co.;
787F62;GiK mbH;
D4AAFF;MICRO WORLD ;
C4FCE4;DishTV NZ Ltd;
0CD7C2;Axium Technologies;
40F52E;Leica Microsystems (Schweiz) AG;
64BC11;CombiQ AB;
4097D1;BK Electronics cc;
68AAD2;DATECS LTD.;
0026EC;Legrand Home Systems;
0026E6;Visionhitech Co.;
0026E0;ASITEQ;
0026DA;Universal Media Corporation /Slovakia/ s.r.o.;
0026D3;Zeno Information System;
0026D4;IRCA SpA;
0026CD;PurpleComm;
10880F;Daruma Telecomunicações e Informática S.A.;
4C4B68;Mobile Device;
94BA31;Visiontec da Amazônia Ltda.;
F45FF7;DQ Technology Inc.;
60F13D;JABLOCOM s.r.o.;
0CEF7C;AnaCom Inc;
E08FEC;REPOTEC CO.;
D0D286;Beckman Coulter K.K.;
1C0FCF;Sypro Optics GmbH;
0025AB;AIO LCD PC BU / TPV;
0025A4;EuroDesign embedded technologies GmbH;
00259D;Private;
002598;Zhong Shan City Litai Electronic Industrial Co. Ltd;
002591;NEXTEK;
00258C;ESUS ELEKTRONIK SAN. VE DIS. TIC. LTD. STI.;
002587;Vitality;
002581;x-star networks Inc.;
002582;Maksat Technologies (P) Ltd;
002578;JSC Concern Sozvezdie;
00257D;PointRed Telecom Private Ltd.;
002577;D-BOX Technologies;
002571;Zhejiang Tianle Digital Electric Co.;
00256A;inIT - Institut Industrial IT;
002565;Vizimax Inc.;
00255E;Shanghai Dare Technologies Co.;
002558;MPEDIA;
002635;Bluetechnix GmbH;
00262F;HAMAMATSU TOA ELECTRONICS;
002623;JRD Communication Inc;
002628;companytec automação e controle ltda.;
00261C;NEOVIA INC.;
002615;Teracom Limited;
002616;Rosemount Inc.;
002610;Apacewave Technologies;
002609;Phyllis Co.;
00268C;StarLeaf Ltd.;
002686;Quantenna Communcations;
002680;SIL3 Pty.Ltd;
00267F;Zenterio AB;
00267A;wuhan hongxin telecommunication technologies co.;
002679;Euphonic Technologies;
002673;RICOH COMPANY;
00266D;MobileAccess Networks;
0025D6;The Kroger Co.;
0025CA;LS Research;
0025BE;Tektrap Systems Inc.;
0025BD;Italdata Ingegneria dell'Idea S.p.A.;
0025B7;Costar  electronics;
0025B0;Schmartz Inc;
002546;Cisco Systems;
002545;Cisco Systems;
002535;Minimax GmbH & Co KG;
002532;Digital Recorders;
00252B;Stirling Energy Systems;
0025FD;OBR Centrum Techniki Morskiej S.A.;
002603;Shenzhen Wistar Technology Co.;
0025F3;Nordwestdeutsche Zählerrevision;
0025EC;Humanware;
0025E2;Everspring Industry Co.;
0025DD;SUNNYTEK INFORMATION CO.;
002667;CARECOM CO.;
002660;Logiways;
002656;Sansonic Electronics USA;
002653;DaySequerra Corporation;
00264C;Shanghai DigiVision Technology Co.;
002647;WFE TECHNOLOGY CORP.;
00263B;Onbnetech;
0026C1;ARTRAY CO.;
0026B5;ICOMM Tele Ltd;
0026AF;Duelco A/S;
0026A5;MICROROBOT.CO.;
00269F;Private;
002699;Cisco Systems;
002489;Vodafone Omnitel N.V.;
00248E;Infoware ZRt.;
002476;TAP.tv;
00246F;Onda Communication spa;
00246A;Solid Year Co.;
0023FA;RG Nets;
0023FF;Beijing HTTC Technology Ltd.;
0023F4;Masternaut;
0023EA;Cisco Systems;
0023E4;IPnect co. ltd.;
0023DE;Ansync Inc.;
0023D1;TRG;
0023CB;Shenzhen Full-join Technology Co.;
0023D2;Inhand Electronics;
0024B4;ESCATRONIC GmbH;
0024AD;Adolf Thies Gmbh & Co. KG;
00249C;Bimeng Comunication System Co. Ltd;
002526;Genuine Technologies Co.;
002525;CTERA Networks Ltd.;
002520;SMA Railway Technology GmbH;
00251B;Philips CareServant;
002516;Integrated Design Tools;
00250F;On-Ramp Wireless;
002503;IBM Corp;
00250A;Security Expert Co. Ltd;
0024DD;Centrak;
0024D8;IlSung Precision;
0024CC;Fascinations Toys and Gifts;
0024D1;Thomson Inc.;
0024CA;Tobii Technology AB;
0024C5;Meridian Audio Limited;
0024B9;Wuhan Higheasy Electronic Technology Development Co.Ltd;
002425;Shenzhenshi chuangzhicheng Technology Co.;
002419;Private;
002412;Benign Technologies Co;
00240C;DELEC GmbH;
002406;Pointmobile;
0023F9;Double-Take Software;
002463;Phybridge Inc;
002459;ABB Automation products GmbH;
00245E;Hivision Co.;
002451;Cisco Systems;
00244C;Solartron Metrology Ltd;
00243F;Storwize;
002440;Halo Monitoring;
00243B;CSSI (S) Pte Ltd;
0024FC;QuoPin Co.;
0024F7;Cisco Systems;
0024F0;Seanodes;
0024EB;ClearPath Networks;
0024E4;Withings;
002435;WIDE CORPORATION;
00242F;Micron;
00241F;DCT-Delta GmbH;
0023C5;Radiation Safety and Control Services Inc;
0023C4;Lux Lumen;
0023B8;Sichuan Jiuzhou Electronic Technology Co.;
0023BF;Mainpine;
0023B2;Intelligent Mechatronic Systems Inc;
0023AC;Cisco Systems;
0023A0;Hana CNS Co.;
0023A5;SageTV;
0022B6;Superflow Technologies Group;
0022A3;California Eastern Laboratories;
00229E;Social Aid Research Co.;
002291;Cisco Systems;
002292;Cinetal;
002297;XMOS Semiconductor;
00228B;Kensington Computer Products Group;
002284;DESAY A&V SCIENCE AND TECHNOLOGY CO.;
002277;NEC Australia Pty Ltd;
00226D;Shenzhen GIEC Electronics Co.;
002263;Koos Technical Services;
002267;Nortel Networks;
002259;Guangzhou New Postcom Equipment Co.;
0022E4;APASS TECHNOLOGY CO.;
0022DD;Protecta Electronics Ltd;
0022D8;Shenzhen GST Security and Safety Technology Limited;
0022D1;Albrecht Jung GmbH & Co. KG;
0022C3;Zeeport Technology Inc.;
0022C7;SEGGER Microcontroller GmbH & Co. KG;
0022BD;Cisco Systems;
002344;Objective Interface Systems;
002343;TEM AG;
002337;Global Star Solutions ULC;
00232B;IRD A/S;
00231C;Fourier Systems Ltd.;
00231B;Danaher Motion - Kollmorgen;
00239F;Institut für Prüftechnik;
002393;AJINEXTEK;
00238F;NIDEC COPAL CORPORATION;
002385;ANTIPODE;
00237E;ELSTER GMBH;
002379;Union Business Machines Co. Ltd.;
002253;Entorian Technologies;
002250;Point Six Wireless;
002249;HOME MULTIENERGY SL;
00224A;RAYLASE AG;
002240;Universal Telecom S/A;
00222D;SMC Networks Inc.;
00222E;maintech GmbH;
002364;Power Instruments Pte Ltd;
002369;Cisco-Linksys;
002370;Snell;
00235D;Cisco Systems;
002356;Packet Forensics LLC;
002313;Qool Technologies Ltd.;
00230D;Nortel Networks;
002301;Witron Technology Limited;
0022F7;Conceptronic;
0022EA;Rustelcom Inc.;
0022F0;3 Greens Aviation Limited;
0022E9;ProVision Communications;
00211C;Cisco Systems;
002117;Tellord;
002110;Clearbox Systems;
001FFF;Respironics;
001FFE;HPN Supply Chain;
001FF8;Siemens AG;
001FFD;Indigo Mobile Technologies Corp.;
002221;ITOH DENKI CO;
00221B;Morega Systems;
002220;Mitac Technology Corp;
002227;uv-electronic GmbH;
002214;RINNAI KOREA;
00220E;Indigo Security Co.;
002208;Certicom Corp;
002201;Aksys Networks Inc;
0021F7;HPN Supply Chain;
0021A0;Cisco Systems;
00219C;Honeywld Technology Corp.;
002192;Baoding Galaxy Electronic Technology  Co.;
00218C;TopControl GMBH;
00217F;Intraco Technology Pte Ltd;
00217A;Sejin Electron;
002179;IOGEAR;
002173;Ion Torrent Systems;
001FC3;SmartSynch;
001FC8;Up-Today Industrial Co.;
001FC1;Hanlong Technology Co.;
001FC2;Jow Tong Technology Co Ltd;
001FBC;EVGA Corporation;
001FB0;TimeIPS;
001FB5;I/O Interconnect Inc.;
001FA9;Atlanta DTH;
0021F1;Tutus Data AB;
0021F2;EASY3CALL Technology Limited;
0021EB;ESP SYSTEMS;
0021E5;Display Solution AG;
0021E4;I-WIN;
0021DF;Martin Christ GmbH;
0021D8;Cisco Systems;
0021CC;Flextronics International;
001FF1;Paradox Hellas S.A.;
001FEC;Synapse Électronique;
001FE5;In-Circuit GmbH;
001FD9;RSD Communications Ltd;
001FD4;4IPNET;
001FCF;MSI Technology GmbH;
00213F;A-Team Technology Ltd.;
002139;Escherlogic Inc.;
002134;Brandywine Communications;
00212F;Phoebe Micro Inc.;
002129;Cisco-Linksys;
00212A;Audiovox Corporation;
002123;Aerosat Avionics;
00216D;Soltech Co.;
00216C;ODVA;
002167;HWA JIN T&I Corp.;
002160;Hidea Solutions Co. Ltd.;
002154;D-TACQ Solutions Ltd;
00214D;Guangzhou Skytone Transmission Technology Com. Ltd.;
002148;Kaco Solar Korea;
0021C5;3DSP Corp;
0021BF;Hitachi High-Tech Control Systems Corporation;
0021C0;Mobile Appliance;
0021B9;Universal Devices Inc.;
0021B3;Ross Controls;
0021B2;Fiberblaze A/S;
0021AD;Nordic ID Oy;
0021A6;Videotec Spa;
001F11;OPENMOKO;
001F0B;Federal State Unitary Enterprise Industrial UnionElectropribor;
001EFF;Mueller-Elektronik GmbH & Co. KG;
001F06;Integrated Dispatch Solutions;
001F05;iTAS Technology Corp.;
001EF3;From2;
001EF8;Emfinity Inc.;
001F7A;WiWide Inc.;
001F70;Botik Technologies LTD;
001F75;GiBahn Media;
001F64;Beijing Autelan Technology Inc.;
001F5E;Dyna Technology Co.;
001F58;EMH Energiemesstechnik GmbH;
001F4C;Roseman Engineering Ltd;
001F51;HD Communications Corp;
001F4B;Lineage Power;
001F9F;Thomson Telecom Belgium;
001F93;Xiotech Corporation;
001F98;DAIICHI-DENTSU LTD.;
001F8C;CCS Inc.;
001F8A;Ellion Digital Inc.;
001F83;Teleplan Technology Services Sdn Bhd;
001E30;Shireen Inc;
001E2B;Radio Systems Design;
001E24;Zhejiang Bell Technology Co.;
001E18;Radio Activity srl;
001E1D;East Coast Datacom;
001E1E;Honeywell Life Safety;
001E13;Cisco Systems;
001E0E;MAXI VIEW HOLDINGS LIMITED;
001E60;Digital Lighting Systems;
001E59;Silicon Turnkey Express;
001E54;TOYO ELECTRIC Corporation;
001E4D;Welkin Sciences;
001E48;Wi-Links;
001E43;AISIN AW CO.;
001E3E;KMW Inc.;
001EC3;Kozio;
001EBC;WINTECH AUTOMATION CO.;
001EB7;TBTech;
001EB0;ImesD Electronica S.L.;
001EA5;ROBOTOUS;
001EAB;TeleWell Oy;
001E9E;ddm hopt + schuler Gmbh + Co. KG;
001E99;Vantanol Industrial Corporation;
001F36;Bellwin Information Co. Ltd.;
001F35;AIR802 LLC;
001F30;Travelping;
001F23;Interacoustics;
001F24;DIGITVIEW TECHNOLOGY CO.;
001F1D;Atlas Material Testing Technology LLC;
001E92;JEULIN S.A.;
001E89;CRFS Limited;
001E84;Pika Technologies Inc.;
001E83;LAN/MAN Standards Association (LMSC);
001E6C;Opaque Systems;
001EE6;Shenzhen Advanced Video Info-Tech Co.;
001EE0;Urmet Domus SpA;
001EDB;Giken Trastem Co.;
001ED6;Alentec & Orion AB;
001ECF;PHILIPS ELECTRONICS UK LTD;
001C96;Linkwise Technology Pte Ltd;
001C91;Gefen Inc.;
001C8A;Cirrascale Corporation;
001C84;STL Solution Co.;
001C80;New Business Division/Rhea-Information CO.;
001C76;The Wandsworth Group Ltd;
001C6F;Emfit Ltd;
001C71;Emergent Electronics;
001C70;NOVACOMM LTDA;
001C6A;Weiss Engineering Ltd.;
001D59;Mitra Energy & Infrastructure;
001D52;Defzone B.V.;
001D4C;Alcatel-Lucent;
001D48;Sensor-Technik Wiedemann GmbH;
001D41;Hardy Instruments;
001D3C;Muscle Corporation;
001D30;YX Wireless S.A.;
001D35;Viconics Electronics Inc.;
001D2F;QuantumVision Corporation;
001CD3;ZP Engineering SEL;
001CCE;By Techdesign;
001CC7;Rembrandt Technologies;
001CC2;Part II Research;
001CBB;MusicianLink;
001CB1;Cisco Systems;
001CB7;USC DigiArk Corporation;
001CA3;Terra;
001CA5;Zygo Corporation;
001CAA;Bellon Pty Ltd;
001C9D;Liecthi AG;
001DCA;PAV Electronics Limited;
001DC4;AIOI Systems Co.;
001DC3;RIKOR TV;
001DB1;Crescendo Networks;
001DB2;HOKKAIDO ELECTRIC ENGINEERING CO.;
001DB7;Tendril Networks;
001DAD;Sinotech Engineering Consultants;
001DA8;Takahata Electronics Co.;
001DA7;Seamless Internet;
001DA1;Cisco Systems;
001D9A;GODEX INTERNATIONAL CO.;
001D95;Flash;
001D8E;Alereon;
001D87;VigTech Labs Sdn Bhd;
001D88;Clearwire;
001D7E;Cisco-Linksys;
001D7D;GIGA-BYTE TECHNOLOGY CO.;
001D6C;ClariPhy Communications;
001D71;Cisco Systems;
